id	name	brand	discount_price	price	rating	num_reviews	quantity_sold
32570579	Máy Scan Plustek SN8016U - Smartoffice series SN8016U - Hàng chính hãng	Plustek	85100000	90200000	0	0	0
54796256	Case Vỏ Máy Tính Aerocool Bolt Mini ACRYLIC - LED RGB - Hàng Chính Hãng	Aerocool	790000	790000	0	0	0
70880148	Nhãn dán cáp điện-mạng Panduit P1 	Panduit	1340000	1860000	0	0	5
16667816	Combo 02 Anten cho bộ phát wifi 3G/4G chuẩn TS9 CRC9 - ANTTS9 - Hàng nhập khẩu	OEM	157000	250000	3.4	5	32
72809615	LK-320 Máy in ống lồng đầu cốt L-Mark  LK320 - Máy in chính hãng	L-MARK	8900000	9360000	0	0	0
11445469	Ổ cứng gắn ngoài 3.5 inch 4 TB StoreJet 35T3 USB 3.0 - Hàng chính hãng	Transcend	3290000	3290000	0	0	2
12107045	Bộ gắn trần Tplink EAP245 TG-Hàng Chính Hãng	TP-Link	1900000	3660000	5	1	10
20776865	Máy đếm tiền SCounter ZJ-5600C - Hàng Chính Hãng	SCounter	2200000	2200000	2.5	2	9
58361704	Máy POS bán hàng Sunmi T2 (2 màn hình) Hàng nhập khẩu	SUNMI	13500000	13500000	1	1	1
49920353	Đầu nối quang Adapter  SC-UPC SM Simplex loại đơn	OEM	18600	30000	4	2	33
33596973	Máy Đếm Tiền Phát Hiện Tiền Siêu Giả Xinda BC35F - Hàng Chính Hãng	Xinda	5500000	6700000	4	1	1
4175403	Khung treo máy chiếu	OEM	160000	350000	4	2	26
86659013	Sạc dành cho Laptop Dell XPS 15 9570 Precision 5530 130W - Type C	OEM	1290000	1500000	0	0	0
102110496	Thiết Bị Thu Phát Sóng Wifi – Aruba Instant On AP12 ( Hàng chính hãng)	Aruba	4320000	4500000	0	0	0
15295884	[Set 100 thẻ] Thẻ từ máy chấm công tần số 125Khz - loại mỏng 0.8m	OEM	397000	1300000	5	1	4
101876788	Case HDD CaddyBay FBLink 2.5” Sata 12.7mm (Chuyển Ổ CD Laptop Ra HDD)	OEM	65000	66000	0	0	1
104273461	Dây nguồn cho Laptop máy tính. 	OEM	20000	24000	5	1	1
109627863	COBOM GIÁ RẺ - MÁY IN NHÃN CHÍNH HÃNG  E1000 PRO  VÀ NHÃN IN TIÊU CHUẨN CHỮ ĐEN NỀN VÀNG	AIMO	1750000	2145000	0	0	0
97008311	Tấm Che Nguồn Máy Tính, Cover PSU Coolmoon led RGB, Đồng bộ hub Coolmoon	OEM	182000	182000	0	0	0
84416294	Giá treo tai nghe Gaming LED RGB Rainbow tích hợp Souncard 7.1 và 3 cổng USB 3.0 mã ZHS 702G Zadez tặng kèm miếng lót chuột da 26x21 cm - Hàng chính hãng	Zadez	1390000	1500000	0	0	0
2681203	Nguồn máy tính 450W AcBel HK+ - Hàng Chính Hãng	AcBel	590000	600000	0	0	3
742901	Phần Mềm Diệt Virus Trend Micro Internet Security 11 - 2017 - Dùng cho 3 PC Win/Mac 	Trend Micro	309000	520000	5	1	4
74888036	Cáp mạng Cat8 đúc sẵn 2 đầu SSTP 2m (Tròn) chính hãng Vention IKABH	Vention	175000	220000	4	1	1
82913980	Máy quét mã vạch không dây 2D Yhd 1100DW đầu quét mã QR kết nối USB/ Có dây dùng trên Laptop, PC - Hàng nhập khẩu 	YHDAA	999000	1300000	0	0	0
73368855	COMBO 1 bộ TREO cáp quang ADSS KV200, dây lót 900mm. Hàng chính hãng	Delta	1450000	2420000	0	0	0
36837633	COMBO BỘ MÁY POS TÍNH TIỀN CẢM ỨNG KAS: ZQ P1088 - Hàng chính hãng	Xprinter	11900000	16000000	0	0	0
77597730	Nguồn máy tính MSI MAG A650GF 650W - Hàng chính hãng	MSI	2650000	2950000	0	0	0
114211157	Máy In Laser Màu Đơn Năng BROTHER HL-L8360CDW - Hàng Chính Hãng	Brother	10700000	14900000	0	0	0
14508359	Nguồn XIGMATEK  CERBERUS S450 EN41121 BRONZE Hàng Chính Hãng	Xigmatek	1292000	1293500	0	0	0
103821061	Pin dành cho Laptop HP Pavilion 15 15-cs0000xx Series 15-cs0014TU 15-cs0018TU - HT03XL	OEM	690000	850000	0	0	0
56362737	Pin thay thế dành cho Laptop Dell Latitude E6420	OEM	350000	720000	0	0	0
72193672	Cáp mạng DINTEK Cable CAT6 UTP 100m (1101-04005CH) - Hàng Chính Hãng	DINTEK	1145000	1145000	0	0	1
101346975	Ổ Cứng HDD Camera WD Purple 6TB ntelliPower - WD62PURZ - Hàng Chính Hãng	WD	6200000	7990000	0	0	0
91555807	Máy quét CCCD (Căn cước công dân) Zebra DS 9308 (loại đã Fix)- Hàng chính hãng	Zebra	3800000	4700000	0	0	0
11080546	Ổ cứng 240 SSD KingSpec - Hàng Chính hãng	KingSpec	750000	1300000	4	1	3
77751815	Dây nhảy quang Single mode LC duplex - Chính hãng PANDUIT - Chiều dài tùy chọn - Mã NKFP92ERLLSM0**	Panduit	860000	860000	0	0	0
109339385	Pin dành cho Laptop Dell Latitude E5450 E5470 E5550 E5570 6MT4T 62Wh	OEM	850000	1050000	0	0	0
77305581	Hộp mực dành cho máy in Hp: P2035/ P2055/ Pro 400 Printer M401/ M425, Canon: 6300DN/ 6650DN/ 6750... 05A, 80A, Canon 319 - cartridge tương thích	OEM	195000	350000	0	0	0
19880314	Card ghi hình Nội soi, siêu âm AverMedia DarkCrystal HD (CD311) chính hãng	AverMedia	5250000	5250000	0	0	0
84574863	Máy quét mã vạch không dây 2D Yhd 1100DW đầu đọc mã vạch QR kết nối không dây USB/ Có dây dùng trên Laptop, PC - Hàng nhập khẩu 	YHDAA	999000	1300000	0	0	0
43106656	Tản nhiệt khí Deepcool Neptwin RGB (2-Fan) - Hàng Chính Hãng.	Deepcool	990000	1100000	5	1	2
33695551	Rệp nối cáp mạng, rệp nối cáp thoại Scotchlok UY 3M (100 hạt/hộp) - Hàng chính hãng	3M	150000	150000	4.7	7	66
19748304	Combo 10 đầu fast connect SC loại ngắn	OEM	111000	250000	3.7	3	38
20369068	Máy In Hóa Đơn Xprinter K58 (k58)- Hàng Chính Hãng	Xprinter	1350000	1450000	0	0	5
34706222	Ngăn kéo đựng tiền Antech RT L420 - hàng chính hãng	AnTech	1012000	2800000	1	1	3
37458479	Card WWAN 4G Sierra Wireless Dell DW5811e - EM7455 dùng cho laptop Dell E5270, E7270, E7470, E5470, Precision 15 - Hàng nhập khẩu	High Sierra	1230000	1380000	0	0	1
52527481	Tản nhiệt nước Jonsbo AIO - TW-240 LED RGB -  Hàng Chính Hãng	JONSBO	1899000	1900000	0	0	0
14452950	Máy bắn mã vạch s101	OEM	449000	600000	4.3	4	19
53510703	Bộ lưu trữ mạng NAS TerraMaster F5-221, Intel Dual-core CPU 2GHz, RAM 4GB, LAN 2x 1GbE, 5 khay ổ cứng RAID 0,1,5,6,10,JBOD,Single - Hàng chính hãng	TerraMaster	8890000	13280000	5	1	2
464807	Linksys EA8500 - Router Wifi Chuẩn AC 2600Mbps - Hàng Chính Hãng	Linksys	5879000	6490000	4	1	4
93205759	Router Wifi Mesh Chuẩn AC1200 Tenda Nova MW3 - 3 Pack - Hàng Chính Hãng	Tenda	1798000	5070000	0	0	0
73311789	Bộ Lưu Điện Hãng APC Smart-UPS C 1000VA LCD 230V with SmartConnect - SMC1000IC - Hàng Chính Hãng 	APC	8150000	8250000	0	0	0
11413137	Ổ Cứng SSD Seagate Game Drive for XBOX SSD 512GB - Hàng chính hãng	Seagate	4990000	5500000	0	0	0
26218904	USB thu wifi Wi-Fi TP-Link - TL-WN725N Chuẩn N 150Mbps không anten (đen vàng) - Hàng Nhập Khẩu	TP-Link	141900	141900	0	0	0
99232187	Bàn phím dành cho Laptop Lenovo Thinkpad IBM X240 X240S X230S X270 X250 X260	OEM	713700	713700	0	0	0
20804143	Thiết bị kết nối Cisco Chuyển mạch Ethernet nhanh 16 cổng Cisco SF95D-16 - Hàng chính hãng	Cisco	1200000	1800000	0	0	0
81697649	Vỏ case Segotep Fenix có sẵn chắn VGA nhập khẩu cao cấp	Segotep	612000	680000	0	0	0
112844035	Đầm Thủy Thủ Phối Nơ Xinh Xắn Dành Cho Nữ	OEM	168000	360000	0	0	0
11602042	Hộp Mực In 85A-247Min dùng cho máy in HP 1102/1132/1212/1217 	Ecoink	140000	290000	0	0	0
50743513	Bộ Lưu Điện HYUNDAI Offline 1500VA - Hàng Chính Hãng	Hyundai	2699000	3200000	0	0	0
113082760	Cạc bắt hình AverMedia DarkCrystal HD Capture CD311 1080p60 HDMI PCIe Video Capture Card-Hàng Chính Hãng	AverMedia	6750000	6900000	0	0	0
91511954	Quạt case máy tính XIGMATEK GALAXY III ESSENTIAL - BX120 ARGB (EN45433) hàng chính hãng 	Xigmatek	908700	908700	0	0	0
56205149	Sạc cho laptop Dell Vostro 2421 Adapter 19.5V-3.34A, 19.5V-4.62A 	OEM	230000	320000	0	0	0
11353498	USB OTG SanDisk Ultra Dual Drive m3.0 16GB - Hàng Nhập Khẩu	SanDisk	139000	199000	4.3	7	126
26673713	MÁY IN DNP + CUỘN MỰC KHỔ 13X18 ( 400 ảnh)- HÀNG CHÍNH HÃNG 	DNP	19290000	22000000	0	0	0
1830661	Thiết bị mạng Linksys E2500 - Hàng Chính Hãng	Linksys	1440000	1440000	5	1	2
69615582	Bộ bánh răng (Nhông) cụm trống (Cụm drum) máy photocopy dùng cho Ricoh 1060, 2060, 5500, 6500, 7500, 8000, 6001, 7001, 8001, 6002. 6502, 7502, 8002, 7503	OEM	220000	220000	5	1	5
67058724	MÀN HÌNH LED P3.91 NGOÀI TRỜI | MÀN HÌNH QUẢNG CÁO - HÀNG NHẬP KHẨU	GKGD	17500000	20000000	0	0	0
54510246	Mainboard ASROCK H410M-HDV/M.2 (Intel H410, Socket 1200, m-ATX, 2 khe Ram DDR4) - Hàng Chính Hãng	ASRock	2990000	2990000	0	0	0
26025742	Giá đỡ máy chiếu 3 chân W615 có bánh xe	OEM	2000000	2058500	0	0	1
52527488	Quạt tản nhiệt Golden Field 120S RGB - Hàng Chính Hãng	Golden Field	1144400	1350000	0	0	0
52662005	Máy in phun cầm tay	OEM	6900000	8500000	0	0	0
72820747	BO MẠCH CHỦ MAINBOARD LAPTOP ACER MODEL E1-532 VÀ E1-572 CORE I3 GEN 4 - HÀNG CHÍNH HÃNG	Acer	1700000	2200000	0	0	0
109843163	Bàn phím dành cho Laptop HP Probook 450 G2	OEM	285000	350000	0	0	0
34708353	Ngăn kéo đựng tiền Antech RT410S tôn dày, nặng 8.5kg - hàng chính hãng	AnTech	980000	2500000	0	0	0
72836084	BO MẠCH CHỦ MAINBOARD LAPTOP ACER MODEL ES1-311 Và ES1-331 INTEL N2840 - HÀNG CHÍNH HÃNG	Acer	800000	1300000	0	0	0
25057526	RAM DDR4 8G 2400 Mhz  KingMax  hàng chính hãng 	KingMax	1000000	1050000	0	0	0
51699484	Thiết bị stream Elgato Game Capture 4K60 PRO - Hàng Chính Hãng	Elgato	6590000	10350000	0	0	2
763161	Cáp Mạng Đúc Sẵn 2 Đầu CAT5E UTP Ugreen NW103 11233 (5m) - Vàng - Hàng Chính Hãng	UGREEN	49000	80000	5	5	16
53597657	Card wwan 4G HP LT4111 - Model EM7355 dùng cho laptop HP 820 G1,840 G1, 850 G1, Zbook 15, 17 - Hàng nhập khẩu	Qualcomm	920000	955000	0	0	0
8113023	Bộ Phát Wifi Unifi AP AC Mesh - Hàng chính hãng	Ubiquiti	2399000	3599000	0	0	1
108695177	Sạc dành cho Laptop Gaming MSI GT80 MSI GT72 GT72S MSI GT73 GT75 - 330 Watt AC x 2	OEM	1390000	1950000	0	0	0
31949806	Máy in mã vạch Xprinter 490B - hàng chính hãng	Xprinter	1850000	6250000	5	1	3
107667266	Nguồn máy tính Sama EPS 600 80plus Công Suất Thực- Hàng chính hãng	Sama	650000	780000	0	0	0
96301582	Switch PoE-GLOBAL SP042 4port chuyên dụng cho camera - HÀNG CHÍNH HÃNG	GLOBAL	429000	670000	0	0	0
111483751	Card Mạng PCI Express to Sound 5.1 cho Main H61, Card Mạng PCI to Com H61, Card PCI Express to 2 Cổng USb 3.0	OEM	85000	180000	0	0	0
55643593	Ổ cứng di động SSD TREK Micro Portable SSD 256GB USB 3.1 Gen 2 Type C (Titanium) - Hàng Chính Hãng	Trek	1649000	2500000	0	0	0
803698	Bo Mạch Chủ Mainboard Server Intel DBS1200SPSR - Hàng Chính Hãng	Intel	3520000	3520000	0	0	0
50704151	Phần mềm quản lý bán hàng và chốt đơn hàng Livestream TPos - Gói tháng- Hàng Chính Hãng 	Trường Minh Thịnh	300000	300000	0	0	0
84202277	Thiết bị DJ Controller DDJ-WeGo 3 (Pioneer DJ) - Hàng Chính Hãng	Pioneer	7990000	9000000	0	0	0
16332067	Máy In Tem Dán Ly Trà Sữa Xprinter XP-350B - Hàng Nhập Khẩu	Xprinter	1509000	1800000	0	0	0
20932104	Bộ Kích Sóng Chuẩn N- EX200 Totolink Tặng USB Sound 3D- Hàng Nhập Khẩu	TOTOLINK	240000	400000	3	5	13
583916	Ổ Cứng Di Động 1TB Adata HV620 3.0 - Hàng Chính Hãng	ADATA	1280000	1550000	0	0	1
91190716	Bộ chuyển USB type C ra 3 cổng USB 3.1 Gen2 + HDMI + PD 100W + cấp nguồn DC + SSD M.2 NGFF Docking Station CM296 70449 - Hàng chính hãng	UGREEN	1280000	2457000	0	0	0
12011476	Thiết bị phát Wi-Fi TotoLink CP300-TG - Hàng Chính Hãng	TOTOLINK	1579000	1793000	0	0	0
46729668	BOA MẠCH CHỦ Mainboard MSI B450M PRO VDH MAX - HÀNG CHÍNH HÃNG	MSI	2150000	2150000	0	0	0
102890815	Bàn phím dành cho Laptop Lenovo IBM Thinkpad T431 T431s	OEM	360000	990000	0	0	0
74171293	Sạc (Adapter) dành cho Dell XPS 15 9575, Precision 5530 - 130W TYPE-C	OEM	1050000	1290000	0	0	0
27930802	Hộp mực laser màu cho máy in Hp M252dw MFP M227dw | Mực in 201A – CF400A, CF401A, CF402A, CF403A 	OEM	329000	980000	0	0	0
16675738	Máy scan Canon P215II - Hàng chính hãng	Canon	6160000	7050000	0	0	9
98823183	Đầu chuyển USB Type-C sang đầu sạc DC laptop max 100W	OEM	75000	195000	0	0	0
1861009	Thiết Bị Mạng Planet VC-201A - Hàng Chính Hãng	Planet	1960000	2130000	0	0	0
68102016	Gạt mực ( gạt trống ) Ricoh 551/ 1060 /2060/ 7500/ 8001/ 9002 - CET	OEM	95000	120000	0	0	0
13576508	Máy in giấy nhãn Brother QL-1100 - Hàng chính hãng	Brother	7206400	10000000	0	0	0
54763859	SFP Converter Thiết Bị Chuyển Đổi Quang Điện Cổng SFP 1Gbps	OEM	591000	772200	0	0	0
96552204	Quạt tản nhiệt giúp giảm nhiệt độ, tăng tuổi thọ cho Inverter	OEM	439000	585000	0	0	0
16314115	Máy In Hóa Đơn Xprinter N200H - Hàng Nhập Khẩu	Xprinter	1250000	1800000	0	0	0
79104455	Bộ lưu trữ mạng NAS TerraMaster F5-422, LAN 10Gbps, Intel Quad-Core 1.5GHz, 8GB RAM, 670MB/s, 5 khay ổ cứng RAID 0,1,5,6,10,JBOD,Single - Hàng chính hãng	TerraMaster	15990000	16990000	0	0	0
77751623	Dây nhảy quang Multi-mode OM3 LC duplex - Chính hãng PANDUIT - Mã NKFPX2ERLLSM0**	Panduit	1160000	1160000	0	0	0
543872	D-Link DIR-859 - Thiết Bị Phát Sóng Wifi Băng Tầng Kép AC1750 - Hàng Chính Hãng	D-Link	1840000	2580000	0	0	0
116730093	Máy tính để bàn  HP EliteDesk 800 G6 Small Form Factor Core i5-10500/8GB DDRam/SSD 256GB/DVD/Win10 Pro (2H4D2PA) -Hàng chính hãng	HP	19950000	21950000	0	0	0
19734649	Máy chiếu Optoma ES357 - Hàng chính hãng	Optoma	8135000	9500000	0	0	0
34673825	Đỡ VGA Led Logo ROG đồng bộ màu với bộ điều khiển Coolmoon Controller - Hàng nhập khẩu	Coolmoon	150000	250000	3.3	12	72
56612676	Bộ Phát Sóng Wifi Tốc Độ Cao MI Router 4C Bản Quốc Tế - Hàng chính hãng	Xiaomi	359000	469000	0	0	1
109686786	Ổ cứng Toshiba/S300/Surveillance dung lượng chuyên cam hàng chính hãng	Toshiba	883000	1330000	4	1	1
51397884	Bộ Lưu Điện UPS Santak C2KVA LCD True Online - Hàng Chính Hãng	Santak	15000000	15000000	0	0	1
70654322	 Bộ lưu điện Santak True Online 2KVA - Model C2KS-LCD (không bao gồm acquy)- Hàng chính hãng	Santak	11850000	15000000	0	0	0
111920227	Phủ Phím JRC shortcut Dành Cho Macbook- đủ dòng  - Hàng Chính Hãng	 JRC	209000	408000	0	0	0
113874476	Hộp 306 Đầu Nối Dây Điện 1 / 2 / 3 / 4 Pin Chống Nước Cho Xe Hơi / Xe Máy / Xe Tải / Tàu Thuyền	OEM	357808	429369	0	0	0
91517342	chip mực HP HP252n CF400A CF401A CF402A CF403A M252dw hp201a M274n M277n M277dw HP252	OEM	58500	58500	0	0	0
91815364	USB BLUETOOTH DONGLE CSR 4.0 - Hàng chính hãng	DONGLE	85000	90000	0	0	1
109889692	Card test Main 8 đèn 4 số MT02	OEM	99000	118800	0	0	0
98923134	(NEW) VỎ CASE | VỎ MÁY TÍNH X9	OEM	3380000	3380000	0	0	0
93205748	Bộ kích sóng WiFi Tenda A301 2 angten tốc độ N 300Mbps - Hàng Chính Hãng	Tenda	235000	430000	0	0	0
6968625	Bộ 50 cái đĩa trắng CD 700 MB -1 Lốc 50 cái đĩa 	OEM	289000	340000	5	7	22
59384148	Quạt tản nhiệt, Fan Case Led Golden Field  Ring+inner RGB (FIX) - S01   RGB cao cấp , các mầu cố định hiệu ứng _ Hàng chính hãng	Golden Field	169000	250000	5	1	10
11887114	Máy in hóa đơn Topcash AL-580N - Hàng chính hãng	Topcash	780000	792000	4	1	1
59592976	Sạc dành cho Laptop Dell Insprion N4110 Adapter	OEM	245000	320000	0	0	2
19550722	Sạc vuông cho laptop ASUS 19V-4.74A đầu 5.5*2.5mm	OEM	299000	450000	1	1	1
33359123	MÁY SCAN ADF - TỰ ĐỘNG 2 MẶT PS3140U Hàng chính hãng	Plustek	15800000	15800000	0	0	0
70839587	Máy In Bill XPRINTER XP-58IILBA (USB + Bluetooth) - Hàng nhập khẩu	Xprinter	900000	1500000	0	0	2
23203046	Bộ phát Wifi Ruckus ZoneFlex R720 Indoor dual-band 802.11ac - Hàng nhập khẩu	Ruckus	17200000	19000000	0	0	0
23190944	Bộ phát wifi Ruckus ZoneFlex R310 Indoor dual-band 802.11ac - Hàng nhập khẩu	Ruckus	5400000	6000000	0	0	0
9851198	Ổ Cứng HDD Western Digital 1TB 3.5 Sata 3 64MP WD10PURZ - Hàng chính hãng	WD	1440000	1440000	5	1	1
9358144	Bộ chuyển USB 2.0 sang cổng LAN. ORICO UTJ-U2(USB TO LAN) - Hàng Chính Hãng	Orico 	187000	250000	0	0	3
86259023	Pin dành cho Laptop ASUS S510 F510U S510UQ X510U X510UA - B31N1637 	OEM	880000	1100000	0	0	0
82663363	Bàn phím dành cho Laptop Dell Latitude E7480 - Có LED, chuột	OEM	450000	620000	0	0	0
20880154	Máy chiếu Viewsonic PA502XP - Hàng Chính Hãng	Viewsonic	11500000	12500000	0	0	0
22440141	ĐẾ TẢN NHIỆT ERGOSTAND 1 FAN TO NÂNG 45 ĐỘ CỰC MÁT	OEM	220000	300000	1	1	0
35375784	Hộp Đựng Ổ Cứng 2.5 inch HDD,SSD 2189U3 Cao Cấp AZONE	OEM	158000	290000	0	0	0
23967814	Bộ Phát Wifi Totolink 2 Râu Tốc Độ 300Mbps- Mini Wireless N Router N200RE- Hàng Chính Hãng	TOTOLINK	225000	247000	0	0	0
13433128	Caddy Bay SATA 3.0 12.7mm Gắn Thêm HDD, SDD cho Laptop	OEM	41000	97000	4.3	3	20
47242266	Ổ cứng di động Verbatim 2.5' USB 3.0 1TB (Xanh dương) - Hàng chính hãng	Verbatim	1390000	1390000	3.6	5	8
10643539	Bộ phát Wifi chuyên dụng 250 User Grandstream GWN7610 chuẩn AC tốc độ 1750Mbps - Hàng chính hãng	Grandstream	4290000	4450000	1	1	2
56306702	Bộ định tuyến TP-LINK 941HP không dây công suất cao tốc độ 450Mbps- Hàng Chính Hãng	TP-Link	950000	990000	3	2	6
20584641	Dây Cáp Mạng CAT6A FTP (Chống Nhiễu) AMP/Commscope 1859218-2 (100m)  - Hàng Chính Hãng	AMP-COMMSCOPE	4532000	5948800	0	0	0
12290240	Máy chiếu Optoma HD29 - Hàng Chính Hãng	Optoma	21200000	24725000	0	0	1
70662134	Bộ lưu điện Santak True Online 3/3 20KVA - Models 3C3Pro-20KS - hàng chính hãng	Santak	180000000	180000000	0	0	0
41314748	Máy đếm tiền  OUDIS 2400C - Hàng chính hãng	Oudis	2300000	2700000	0	0	0
15057731	Main Mainboard Gigabyte Z390 UD - Hàng chính hãng.	Gigabyte	2650000	4000000	0	0	0
66129287	Bàn phím dành cho Laptop Lenovo IBM Thinkpad E430	OEM	450000	590000	0	0	0
109834363	Pin dành cho Laptop Acer Aspire E5-476 E5-476G	OEM	699000	950000	0	0	0
58681219	Sạc dành cho Laptop Asus X553 Series Adapter 19V-2.37A	OEM	355000	420000	5	1	1
77950823	Tấm che hộp nguồn máy tính có Led 5v ARGB logo MSI, đồng bộ màu mainboard hoặc Hub khiển, hình mạch điện vô cực - Hàng nhập khẩu	MSI	89000	150000	0	0	0
33505945	Máy đếm tiền Oudis 3900C - Hàng chính hãng	Oudis	2820000	2850000	0	0	0
50370754	Thiết bị giám sát tuần tra bảo vệ GS-6000C ( Hàng nhập khẩu)	GS	3200000	4000000	0	0	0
42372051	Máy chấm công thẻ giấy Ronald Jack RJ-2300A - Hàng Nhập Khẩu	RONALD JACK	2100000	4000000	5	1	1
114586769	Laptop Gigabyte G7 MD-71S1223SH (Core i7-11800H/ 16GB (8x2) DDR4 3200MHz/ 512GB SSD M.2 PCIE G3X4/ RTX 3050Ti 4GB GDDR6/ 17.3 FHD IPS, 144Hz, 3ms/ Win10) - Hàng Chính Hãng	Gigabyte	31990000	31990000	0	0	0
68282174	Bàn phím dành cho Laptop Asus X45, X45A, X45C, X45U, X45V	OEM	255000	350000	5	1	2
56510040	Pin dành cho Laptop Workstation Dell Precision M6600	OEM	913000	1450000	0	0	0
73639187	Pin dành cho Laptop Dell Vostro 14 5459	OEM	1050000	1650000	0	0	0
56181363	Sạc cho laptop Dell Inspiron N5110, 15R 5110 Adapter 19.5V-3.34A, 19.5V-4.62A	OEM	259000	320000	0	0	0
20834738	Sạc  Laptop Acer  19V - 3.42A - Hàng chính hãng	Acer	155000	250000	2	2	12
23242178	 Bộ phát Wifi 901-R300-WW02 Ruckus ZoneFlex R300 Indoor dual-band 802.11n - Hàng nhập khẩu	Ruckus	5400000	6500000	0	0	0
19898547	Máy Test Camera FC-600C Cảm Ứng 7 inches IPS	OEM	11990000	14812000	0	0	0
44310902	Sạc cho Laptop Acer Aspire 4738 4736 4741 5830 5810 4830 5745	OEM	120000	180000	4	6	19
19946908	Adapter 85W / Magsafe 1 cho Macbook Pro 15’’ (2008 → 2011)	OEM	720000	1500000	0	0	0
49337723	Bàn Phím Dành Cho Laptop Lenovo Ideapad Z560 Z560A Z565 Z565A G570 G575	OEM	195000	220000	0	0	0
827757	Router Wifi Chuẩn N300Mbps APTEK N302 - Hàng Chính Hãng	APTEK	290000	330000	5	1	19
110987245	Bo Mạch Chủ Laptop Acer Model A315-31 CPU INTEL N3350 - Hàng Chính Hãng	Acer	1000000	1300000	0	0	0
101290613	Màn hình led tướng tác 75 inch	OEM	42500000	54500000	0	0	0
95336249	Mặt D vỏ laptop dùng thay thế cho laptop Dell vostro 5460, 5470, 5480 (14inch) - Thay vỏ laptop mặt D	OEM	575000	650000	0	0	0
52050778	Router DrayTek Vigor3910 - Hàng Chính Hãng	DrayTek	19850000	21450000	0	0	0
113758515	Card Wifi Intel AC3168 khe M2 có Bluetooth - Hàng nhập khẩu	Intel	250000	280000	0	0	0
91916917	Máy quét mã vạch Zebra DS3608-DP (hàng chính hãng, có CO/CQ)	Zebra	26500000	26500000	0	0	0
114448016	Bộ Chân & Lá chảo truyền hình K+ kèm hướng dẫn lắp đặt (có set nguyên bộ)	OEM	210000	231000	0	0	0
104799742	Thiết Bị Thu Phát Sóng Wifi  UNIFI AP AC MESH - Hàng Chính Hãng 	Ubiquiti	2580000	2650000	0	0	0
76582457	TẢN NHIỆT KHÍ CPU ALSEYE M120D ARGB HÀNG CHÍNH HÃNG	Alseye	900000	1200000	0	0	0
76366261	Sạc dành cho Laptop DELL PRECISION 17 7710 7720	OEM	490000	1590000	0	0	0
76696706	Ổ cứng gắn trong 1TB SSD Exceria Plus NVMe BiCS FLASH M.2 PCIe Kioxia - Hàng chính hãng	KIOXIA	4990000	8379000	0	0	0
102909136	Sạc dành cho Laptop Dell (Các loại) 19.5V 9.23A 180W - Chân kim to 7.4 mm x 5.0 mm 	OEM	220000	850000	0	0	0
21879850	Màn chiếu treo tường dalite 70x70 INCHES - Hàng Chính Hãng	Dalite	585000	800000	0	0	5
16862096	RAM PC Kingston 4GB DDR4 2400Mhz U17 KVR24N17S6/4 - Hàng Chính Hãng	Kingston	670000	810000	0	0	0
31010588	Ổ cứng SSD KINGFAST SATA M.2 2280 F6M.2 256GB (Read 550MB/s  Write 450MB/s) - Hàng chính hãng	KingFast	929000	1300000	0	0	0
22882475	Két nước tản nhiệt 24cm	OEM	495000	510000	0	0	2
20584619	Dây Cáp Mạng CAT6 UTP AMP/ Commscope (305m) - Xanh - Hàng Chính Hãng	AMP-COMMSCOPE	2849000	3696000	0	0	1
22154361	Bộ phát sóng wifi Ubiquiti UniFi AC LR - Hàng chính hãng	Ubiquiti	2590000	2890000	0	0	6
479068	D-Link DIR-890L - Bộ Phát Wifi Không Dây Ba Băng Tần Chuẩn AC3200 - Hàng chính hãng	D-Link	6399000	6790000	0	0	0
58876310	Bàn phím dành cho laptop Acer aspire E1-572	OEM	245000	295000	0	0	0
111494900	Bàn phím cho Laptop Lenovo IBM Thinkpad E540 T540 E531 L540 W540 W541 T550	OEM	750000	950000	0	0	0
60685598	Bộ Phát Wifi 3G/4G MTC 8723FT Tốc Độ 150Mbps - Hàng Nhập Khẩu	OEM	699000	1300000	3	1	1
74572229	USB Dcom 3G/4G Huawei Vodafone K4305 – dùng đa mạng tốc độ cao- Hàng Chính Hãng	Vodafone	399000	800000	1	1	3
72773675	BO MẠCH CHỦ MAINBOARD LAPTOP ACER MODEL E5-573 VÀ F5-571 CORE I3 GEN 4 - HÀNG CHÍNH HÃNG	Acer	1700000	2250000	0	0	0
52527412	Tản Nhiệt Khí Jonsbo CR-201-RGB Black - Hàng Chính Hãng	JONSBO	1150000	1350000	0	0	0
31210288	Ổ Cứng SSD KINGFAST SATA M.2 2280 F6M.2 128GB (Read 550MB/s Write 450MB/s) - Hàng chính hãng	KingFast	649000	969000	0	0	0
3966485	Giấy in nhiệt Hansol K80 - Hàng Chính Hãng	Hansol	295000	400000	0	0	21
109333861	Bàn phím dành cho Laptop Dell Inspiron 14 5000 Series có Led	OEM	380000	450000	0	0	0
20419058	Kìm Mạng Đa Năng Loại Tốt Bấm Đầu Điện Thoại CAT3, Đầu Mạng CAT5 & CAT6	OEM	1648900	11480000	0	0	0
20613469	Máy in thẻ nhựa Evolis Badgy200 - Hàng Nhập Khẩu	Evolis	17900000	18500000	0	0	0
55390033	Pin cho Macbook Pro Retina 13 Inch Model A1493 2014	OEM	1050000	1550000	0	0	0
108545552	TẢN NHIỆT JONSBO CR1000 - Hàng chính hãng	JONSBO	369000	499000	0	0	0
